date,route,stop_name,scheduled_time,actual_time,delay_minutes
08-12-2025,Waltham Shuttle (Mon-Fri),Main St and Hammond St (MBTA Stop),19:05,19:04,-0.889516667
08-12-2025,Waltham Shuttle (Mon-Fri),South St @ Walgreens (MBTA Stop),19:07,19:06,-0.006266667
08-12-2025,Waltham Shuttle (Mon-Fri),66 South St @ Giglio Dental (MBTA Stop),19:07,19:07,0.143833333
08-12-2025,Waltham Shuttle (Mon-Fri),South St and Bedford Street (MBTA Stop),19:08,19:08,0.377166667
08-12-2025,Waltham Shuttle (Mon-Fri),Shakespeare Rd  and  South St (Southbound) (MBTA Stop),19:09,19:09,0.14395
08-12-2025,Waltham Shuttle (Mon-Fri),South Street (southbound) (MBTA Stop),19:11,19:10,-0.072983333
08-12-2025,Waltham Shuttle (Mon-Fri),Counseling Center (Mailman),19:13,19:12,-0.5563
08-12-2025,Waltham Shuttle (Mon-Fri),Usdan Student Center (across from Rabb steps),19:15,19:14,-0.839516667
08-12-2025,Waltham Shuttle (Mon-Fri),Hassenfeld Lot,19:16,19:17,1.5272
08-12-2025,Waltham Shuttle (Mon-Fri),Spingold (front ),19:20,19:18,-1.68955
08-12-2025,Waltham Shuttle (Mon-Fri),Admissions,19:21,19:20,-0.122966667
08-12-2025,Waltham Shuttle (Mon-Fri),South St @ Gosman Athletic Ctr (MBTA Stop),19:23,19:23,0.5604
08-12-2025,Waltham Shuttle (Mon-Fri),Shakespeare Rd and South St (Northbound) (MBTA Stop),19:24,19:24,0.527266667
08-12-2025,Waltham Shuttle (Mon-Fri),Highland St and South St Northbound (MBTA Stop),19:25,19:24,-0.039566667
08-12-2025,Waltham Shuttle (Mon-Fri),Highland St & Prospect St (Teo Mini Mart),19:26,19:26,0.810533333
08-12-2025,Waltham Shuttle (Mon-Fri),Crescent St @ Cherry St (in front of Watch Factory) (MBTA Stop),19:29,19:28,-0.18955
08-12-2025,Waltham Shuttle (Mon-Fri),Crescent St and Brown St (MBTA Stop),19:29,19:29,0.027233333
08-12-2025,Waltham Shuttle (Mon-Fri),Crescent St and Woerd Ave,19:30,19:30,0.3104
08-12-2025,Waltham Shuttle (Mon-Fri),Moody St and Washington Ave (MBTA Stop),19:32,19:32,0.093766667
08-12-2025,Waltham Shuttle (Mon-Fri),Moody ST and Brown Street (MBTA Stop),19:32,19:32,0.393816667
08-12-2025,Waltham Shuttle (Mon-Fri),Moody St @ Walnut St (Solea Tapas) (MBTA Stop),19:34,19:35,1.07715
08-12-2025,Waltham Shuttle (Mon-Fri),Moody St @ Kung Fu Tea (MBTA Stop),19:37,19:36,-0.88945
08-12-2025,Waltham Shuttle (Mon-Fri),140 Moody St @ Enterprise Rent- A- Car (MBTA Stop),19:39,19:37,-1.422933333
08-12-2025,Waltham Shuttle (Mon-Fri),Moody St at Main St (Merc Apartments) (MBTA Stop),19:42,19:40,-1.772866667
08-12-2025,Waltham Shuttle (Mon-Fri),Main St and Grant Street (MBTA Stop),19:44,19:43,-0.506266667
08-12-2025,Waltham Shuttle (Mon-Fri),Main St and Fiske Street (MBTA Stop),19:45,19:44,-0.339533333
08-12-2025,Waltham Shuttle (Mon-Fri),Main St and Hammond St (MBTA Stop),19:45,19:45,-0.07285
08-12-2025,Waltham Shuttle (Mon-Fri),South St @ Walgreens (MBTA Stop),19:47,19:47,0.827033333
08-12-2025,Waltham Shuttle (Mon-Fri),66 South St @ Giglio Dental (MBTA Stop),19:47,19:48,0.893816667
08-12-2025,Waltham Shuttle (Mon-Fri),South St and Bedford Street (MBTA Stop),19:48,19:48,0.860533333
08-12-2025,Waltham Shuttle (Mon-Fri),Shakespeare Rd  and  South St (Southbound) (MBTA Stop),19:49,19:51,1.710483333
08-12-2025,Waltham Shuttle (Mon-Fri),South Street (southbound) (MBTA Stop),19:51,19:51,0.827216667
08-12-2025,Waltham Shuttle (Mon-Fri),Counseling Center (Mailman),19:53,19:53,0.24385
08-12-2025,Waltham Shuttle (Mon-Fri),Usdan Student Center (across from Rabb steps),19:55,19:54,-0.50615
08-12-2025,Waltham Shuttle (Mon-Fri),Hassenfeld Lot,19:56,19:57,1.043733333
08-12-2025,Waltham Shuttle (Mon-Fri),Spingold (front ),20:00,19:57,-2.406133333
08-12-2025,Waltham Shuttle (Mon-Fri),Admissions,20:01,20:00,-0.172866667
08-12-2025,Waltham Shuttle (Mon-Fri),South St @ Gosman Athletic Ctr (MBTA Stop),20:03,20:02,-0.422733333
08-12-2025,Waltham Shuttle (Mon-Fri),Shakespeare Rd and South St (Northbound) (MBTA Stop),20:04,20:04,0.3105
08-12-2025,Waltham Shuttle (Mon-Fri),Highland St and South St Northbound (MBTA Stop),20:05,20:04,-0.256183333
08-12-2025,Waltham Shuttle (Mon-Fri),Highland St & Prospect St (Teo Mini Mart),20:06,20:06,0.343833333
08-12-2025,Waltham Shuttle (Mon-Fri),Crescent St @ Cherry St (in front of Watch Factory) (MBTA Stop),20:09,20:08,-0.706166667
08-12-2025,Waltham Shuttle (Mon-Fri),Crescent St and Brown St (MBTA Stop),20:09,20:09,-0.3062
08-12-2025,Waltham Shuttle (Mon-Fri),Crescent St and Woerd Ave,20:10,20:09,-0.356216667
08-12-2025,Waltham Shuttle (Mon-Fri),Moody St and Washington Ave (MBTA Stop),20:12,20:11,-0.606216667
08-12-2025,Waltham Shuttle (Mon-Fri),Moody ST and Brown Street (MBTA Stop),20:12,20:12,-0.206
08-12-2025,Waltham Shuttle (Mon-Fri),Moody St @ Walnut St (Solea Tapas) (MBTA Stop),20:14,20:14,0.777066667
08-12-2025,Waltham Shuttle (Mon-Fri),Moody St @ Kung Fu Tea (MBTA Stop),20:17,20:16,-0.506116667
08-12-2025,Waltham Shuttle (Mon-Fri),140 Moody St @ Enterprise Rent- A- Car (MBTA Stop),20:19,20:17,-1.789583333
08-12-2025,Waltham Shuttle (Mon-Fri),Moody St at Main St (Merc Apartments) (MBTA Stop),20:22,20:19,-2.45615
08-12-2025,Waltham Shuttle (Mon-Fri),Main St and Grant Street (MBTA Stop),20:24,20:23,-0.4395
08-12-2025,Waltham Shuttle (Mon-Fri),Main St and Fiske Street (MBTA Stop),20:25,20:25,0.37735
08-12-2025,Waltham Shuttle (Mon-Fri),Main St and Hammond St (MBTA Stop),20:25,20:26,0.877283333
08-12-2025,Waltham Shuttle (Mon-Fri),South St @ Walgreens (MBTA Stop),20:27,20:28,1.243783333
08-12-2025,Waltham Shuttle (Mon-Fri),66 South St @ Giglio Dental (MBTA Stop),20:27,20:29,1.693783333
08-12-2025,Waltham Shuttle (Mon-Fri),South St and Bedford Street (MBTA Stop),20:28,20:29,1.943866667
08-12-2025,Waltham Shuttle (Mon-Fri),Shakespeare Rd  and  South St (Southbound) (MBTA Stop),20:29,20:31,2.110566667
08-12-2025,Waltham Shuttle (Mon-Fri),South Street (southbound) (MBTA Stop),20:31,20:32,1.560516667
08-12-2025,Waltham Shuttle (Mon-Fri),Counseling Center (Mailman),20:33,20:33,0.743933333
08-12-2025,Waltham Shuttle (Mon-Fri),Usdan Student Center (across from Rabb steps),20:35,20:35,0.277266667
08-12-2025,Waltham Shuttle (Mon-Fri),Hassenfeld Lot,20:36,20:37,1.944033333
